,tpr,fpr,threshold
816,0.9354838709677419,0.5727034120734908,0.0035515
817,0.9032258064516129,0.5727034120734908,0.0035637
818,0.9032258064516129,0.5721784776902887,0.0035732
819,0.9032258064516129,0.5716535433070866,0.0035849
820,0.9032258064516129,0.5711286089238845,0.0035948
821,0.9032258064516129,0.5706036745406824,0.0036145
822,0.9032258064516129,0.5700787401574803,0.0036148
823,0.9032258064516129,0.5695538057742782,0.0036165
824,0.9032258064516129,0.5690288713910762,0.003628
825,0.9032258064516129,0.568503937007874,0.0036449
826,0.9032258064516129,0.5679790026246719,0.0036797
827,0.9032258064516129,0.5674540682414698,0.0036826
828,0.9032258064516129,0.5669291338582677,0.0037151
829,0.9032258064516129,0.5664041994750656,0.0037194
830,0.9032258064516129,0.5658792650918635,0.0037196
831,0.9032258064516129,0.5653543307086614,0.0037274
832,0.9032258064516129,0.5648293963254594,0.0037622
833,0.9032258064516129,0.5643044619422573,0.0037658
834,0.9032258064516129,0.5637795275590551,0.0037747
835,0.9032258064516129,0.563254593175853,0.0037886
836,0.9032258064516129,0.5627296587926509,0.0037974
837,0.9032258064516129,0.5622047244094488,0.0038189
838,0.9032258064516129,0.5616797900262467,0.0038213
839,0.9032258064516129,0.5611548556430446,0.0038381
840,0.9032258064516129,0.5606299212598426,0.0038388
841,0.9032258064516129,0.5601049868766405,0.0038478
842,0.9032258064516129,0.5595800524934383,0.0038619
843,0.9032258064516129,0.5590551181102362,0.0038773
844,0.9032258064516129,0.5585301837270341,0.0038781
845,0.9032258064516129,0.558005249343832,0.0038819
846,0.9032258064516129,0.5574803149606299,0.003907
847,0.9032258064516129,0.5569553805774278,0.0039074
848,0.9032258064516129,0.5564304461942258,0.0039114
849,0.9032258064516129,0.5559055118110237,0.0039232
850,0.9032258064516129,0.5553805774278215,0.0039305
851,0.9032258064516129,0.5548556430446194,0.0039422
852,0.9032258064516129,0.5543307086614173,0.0039435
853,0.9032258064516129,0.5538057742782152,0.0039438
854,0.9032258064516129,0.5532808398950131,0.0039528
855,0.9032258064516129,0.552755905511811,0.0039702
856,0.9032258064516129,0.552230971128609,0.0039751
857,0.9032258064516129,0.5517060367454069,0.0039788
858,0.9032258064516129,0.5511811023622047,0.0039822
859,0.9032258064516129,0.5506561679790026,0.0039831
860,0.9032258064516129,0.5501312335958005,0.0039933
861,0.9032258064516129,0.5496062992125984,0.004007
862,0.9032258064516129,0.5490813648293963,0.0040205
863,0.9032258064516129,0.5485564304461942,0.0040249
864,0.9032258064516129,0.5480314960629922,0.0040253
865,0.9032258064516129,0.5475065616797901,0.0040308
866,0.9032258064516129,0.546981627296588,0.004032
867,0.9032258064516129,0.5464566929133858,0.0040585
868,0.9032258064516129,0.5459317585301837,0.004068
869,0.9032258064516129,0.5454068241469816,0.0040759
870,0.9032258064516129,0.5448818897637795,0.0040828
871,0.9032258064516129,0.5443569553805774,0.0041036
872,0.9032258064516129,0.5438320209973754,0.0041095
873,0.9032258064516129,0.5433070866141733,0.0041143
874,0.9032258064516129,0.5427821522309711,0.0041393
875,0.9032258064516129,0.542257217847769,0.0041429
876,0.9032258064516129,0.5417322834645669,0.0041531
877,0.9032258064516129,0.5412073490813648,0.0041718
878,0.9032258064516129,0.5406824146981627,0.0041793
879,0.9032258064516129,0.5401574803149606,0.0041972
880,0.9032258064516129,0.5396325459317586,0.0041993
881,0.9032258064516129,0.5391076115485565,0.0042112
882,0.9032258064516129,0.5385826771653544,0.0042132
883,0.9032258064516129,0.5380577427821522,0.0042141
884,0.9032258064516129,0.5375328083989501,0.0042226
885,0.9032258064516129,0.537007874015748,0.0042371
886,0.9032258064516129,0.5364829396325459,0.0042389
887,0.9032258064516129,0.5359580052493438,0.0042622
888,0.9032258064516129,0.5354330708661418,0.0042842
889,0.9032258064516129,0.5349081364829397,0.0042949
890,0.9032258064516129,0.5343832020997376,0.0043028
891,0.9032258064516129,0.5338582677165354,0.004334
892,0.9032258064516129,0.5333333333333333,0.0043375
893,0.9032258064516129,0.5328083989501312,0.0043385
894,0.9032258064516129,0.5328083989501312,0.0043385
895,0.9032258064516129,0.531758530183727,0.0043418
896,0.9032258064516129,0.531233595800525,0.0043497
897,0.9032258064516129,0.5307086614173229,0.0043588
898,0.9032258064516129,0.5301837270341208,0.0043628
899,0.9032258064516129,0.5296587926509186,0.0043802
900,0.9032258064516129,0.5291338582677165,0.0044078
901,0.9032258064516129,0.5286089238845144,0.0044085
902,0.9032258064516129,0.5280839895013123,0.0044114
903,0.9032258064516129,0.5275590551181102,0.0044291
904,0.9032258064516129,0.5270341207349082,0.0044416
905,0.9032258064516129,0.5265091863517061,0.0044543
906,0.9032258064516129,0.525984251968504,0.0044631
907,0.9032258064516129,0.5254593175853018,0.0044683
908,0.9032258064516129,0.5249343832020997,0.0044738
909,0.9032258064516129,0.5244094488188976,0.0044898
910,0.9032258064516129,0.5238845144356955,0.0044931
911,0.9032258064516129,0.5233595800524934,0.0044956
912,0.9032258064516129,0.5228346456692914,0.0045016
913,0.9032258064516129,0.5223097112860893,0.0045018
914,0.9032258064516129,0.5217847769028872,0.0045094
915,0.9032258064516129,0.521259842519685,0.0045292
916,0.9032258064516129,0.5207349081364829,0.0045438
917,0.9032258064516129,0.5202099737532808,0.004571
918,0.9032258064516129,0.5196850393700787,0.0045808
919,0.9032258064516129,0.5191601049868766,0.0045821
920,0.9032258064516129,0.5186351706036746,0.0045877
921,0.9032258064516129,0.5181102362204725,0.0045952
922,0.9032258064516129,0.5175853018372704,0.0045997
923,0.9032258064516129,0.5170603674540682,0.0046106
924,0.9032258064516129,0.5170603674540682,0.0046106
925,0.9032258064516129,0.516010498687664,0.0046108
926,0.9032258064516129,0.5154855643044619,0.0046136
927,0.9032258064516129,0.5149606299212598,0.0046197
928,0.9032258064516129,0.5144356955380578,0.0046297
929,0.9032258064516129,0.5139107611548557,0.0046543
930,0.9032258064516129,0.5133858267716536,0.0046567
931,0.9032258064516129,0.5128608923884515,0.0046589
932,0.9032258064516129,0.5123359580052493,0.0046718
933,0.9032258064516129,0.5118110236220472,0.0046731
934,0.9032258064516129,0.5112860892388451,0.0046811
935,0.9032258064516129,0.510761154855643,0.0046908
936,0.9032258064516129,0.510236220472441,0.0046967
937,0.9032258064516129,0.5097112860892389,0.0046975
938,0.9032258064516129,0.5091863517060368,0.0046983
939,0.9032258064516129,0.5086614173228347,0.004702
940,0.9032258064516129,0.5081364829396325,0.0047179
941,0.9032258064516129,0.5076115485564304,0.0047182
942,0.9032258064516129,0.5070866141732283,0.0047375
943,0.9032258064516129,0.5065616797900262,0.0047487
944,0.9032258064516129,0.5060367454068242,0.0047556
945,0.9032258064516129,0.5055118110236221,0.0047575
946,0.9032258064516129,0.50498687664042,0.0047592
947,0.9032258064516129,0.5044619422572179,0.0047757
948,0.9032258064516129,0.5039370078740157,0.0047797
949,0.9032258064516129,0.5034120734908136,0.0047824
950,0.9032258064516129,0.5028871391076115,0.0047939
951,0.9032258064516129,0.5023622047244094,0.0048147
952,0.9032258064516129,0.5018372703412074,0.0048287
953,0.9032258064516129,0.5013123359580053,0.004831
954,0.9032258064516129,0.5007874015748032,0.0048319
955,0.9032258064516129,0.5002624671916011,0.0048341
956,0.9032258064516129,0.49973753280839894,0.0048368
957,0.9032258064516129,0.49921259842519683,0.0048493
958,0.9032258064516129,0.49868766404199477,0.0048541
959,0.9032258064516129,0.49816272965879266,0.0048809
960,0.9032258064516129,0.49763779527559054,0.0048863
961,0.9032258064516129,0.49711286089238843,0.0048879
962,0.9032258064516129,0.4965879265091864,0.0049107
963,0.9032258064516129,0.49606299212598426,0.0049112
964,0.9032258064516129,0.49553805774278215,0.0049221
965,0.9032258064516129,0.49501312335958003,0.0049448
966,0.9032258064516129,0.494488188976378,0.004962
967,0.9032258064516129,0.49396325459317586,0.0049646
968,0.9032258064516129,0.49343832020997375,0.0049757
969,0.9032258064516129,0.49291338582677163,0.004995
970,0.9032258064516129,0.4923884514435696,0.0049958
971,0.9032258064516129,0.49186351706036746,0.0049974
972,0.9032258064516129,0.49133858267716535,0.0050058
973,0.9032258064516129,0.49081364829396323,0.0050097
974,0.9032258064516129,0.4902887139107612,0.0050167
975,0.9032258064516129,0.48976377952755906,0.0050213
976,0.9032258064516129,0.48923884514435695,0.0050248
977,0.9032258064516129,0.48871391076115483,0.0050299
978,0.9032258064516129,0.4881889763779528,0.0050304
979,0.9032258064516129,0.48766404199475066,0.0050319
980,0.9032258064516129,0.48713910761154855,0.0050357
981,0.9032258064516129,0.48661417322834644,0.0050363
982,0.9032258064516129,0.4860892388451444,0.0050366
983,0.9032258064516129,0.48556430446194226,0.0050401
984,0.9032258064516129,0.48503937007874015,0.0050611
985,0.9032258064516129,0.48451443569553804,0.0050704
986,0.9032258064516129,0.483989501312336,0.0050781
987,0.9032258064516129,0.48346456692913387,0.0050837
988,0.9032258064516129,0.48293963254593175,0.005089
989,0.9032258064516129,0.48241469816272964,0.0051074
990,0.9032258064516129,0.4818897637795276,0.0051093
991,0.9032258064516129,0.48136482939632547,0.00511
992,0.9032258064516129,0.48083989501312335,0.0051317
993,0.9032258064516129,0.48031496062992124,0.0051402
994,0.9032258064516129,0.4797900262467192,0.0051473
995,0.9032258064516129,0.47926509186351707,0.0051494
996,0.9032258064516129,0.47874015748031495,0.0051623
997,0.9032258064516129,0.47821522309711284,0.0051663
998,0.9032258064516129,0.4776902887139108,0.0051744
999,0.9032258064516129,0.47716535433070867,0.0051873
1000,0.9032258064516129,0.47664041994750656,0.0051991
1001,0.9032258064516129,0.47611548556430444,0.0052045
1002,0.9032258064516129,0.4755905511811024,0.0052142
1003,0.9032258064516129,0.47506561679790027,0.0052155
1004,0.9032258064516129,0.47454068241469816,0.0052384
1005,0.9032258064516129,0.47401574803149604,0.0052393
1006,0.9032258064516129,0.473490813648294,0.0052406
1007,0.9032258064516129,0.47296587926509187,0.0052433
1008,0.9032258064516129,0.47244094488188976,0.0052481
1009,0.9032258064516129,0.47191601049868764,0.0052502
1010,0.9032258064516129,0.4713910761154856,0.0052611
1011,0.9032258064516129,0.47086614173228347,0.0052709
1012,0.9032258064516129,0.47034120734908136,0.0052762
1013,0.9032258064516129,0.46981627296587924,0.0052911
1014,0.9032258064516129,0.4692913385826772,0.0052971
1015,0.9032258064516129,0.4687664041994751,0.0053005
1016,0.9032258064516129,0.46824146981627296,0.0053018
1017,0.8709677419354839,0.46824146981627296,0.005314
1018,0.8709677419354839,0.46771653543307085,0.0053168
1019,0.8709677419354839,0.4671916010498688,0.0053184
1020,0.8709677419354839,0.4666666666666667,0.0053302
1021,0.8709677419354839,0.46614173228346456,0.0053619
1022,0.8709677419354839,0.46561679790026245,0.0053737
1023,0.8709677419354839,0.4650918635170604,0.0054107
1024,0.8709677419354839,0.4645669291338583,0.0054254
1025,0.8709677419354839,0.46404199475065616,0.0054343
1026,0.8709677419354839,0.46351706036745405,0.0054511
1027,0.8709677419354839,0.462992125984252,0.005458
1028,0.8709677419354839,0.4624671916010499,0.0054675
1029,0.8709677419354839,0.46194225721784776,0.0054696
1030,0.8709677419354839,0.46141732283464565,0.0054698
1031,0.8709677419354839,0.4608923884514436,0.0054997
1032,0.8709677419354839,0.4603674540682415,0.005501
1033,0.8709677419354839,0.45984251968503936,0.0055038
1034,0.8709677419354839,0.45931758530183725,0.0055315
1035,0.8709677419354839,0.4587926509186352,0.0055323
1036,0.8709677419354839,0.4582677165354331,0.0055585
1037,0.8709677419354839,0.45774278215223096,0.0055615
1038,0.8709677419354839,0.45721784776902885,0.0055644
1039,0.8709677419354839,0.4566929133858268,0.005566
1040,0.8709677419354839,0.4561679790026247,0.0055716
1041,0.8709677419354839,0.45564304461942257,0.0055863
1042,0.8709677419354839,0.45511811023622045,0.0055916
1043,0.8709677419354839,0.4545931758530184,0.0055944
1044,0.8709677419354839,0.4540682414698163,0.005624
1045,0.8709677419354839,0.45354330708661417,0.0056255
1046,0.8709677419354839,0.45301837270341205,0.0056511
1047,0.8709677419354839,0.45249343832021,0.0056666
1048,0.8709677419354839,0.4519685039370079,0.0056735
1049,0.8709677419354839,0.45144356955380577,0.005674
1050,0.8709677419354839,0.45091863517060365,0.0056826
1051,0.8709677419354839,0.4503937007874016,0.0056854
1052,0.8709677419354839,0.4498687664041995,0.0056872
1053,0.8709677419354839,0.44934383202099737,0.0056875
1054,0.8709677419354839,0.44881889763779526,0.0056939
1055,0.8709677419354839,0.4482939632545932,0.005701
1056,0.8709677419354839,0.4477690288713911,0.0057063
1057,0.8709677419354839,0.44724409448818897,0.0057152
1058,0.8709677419354839,0.44671916010498686,0.0057182
1059,0.8709677419354839,0.4461942257217848,0.0057186
1060,0.8709677419354839,0.4456692913385827,0.0057438
1061,0.8709677419354839,0.44514435695538057,0.0057469
1062,0.8709677419354839,0.44461942257217846,0.0057532
1063,0.8709677419354839,0.4440944881889764,0.0057548
1064,0.8709677419354839,0.4435695538057743,0.0057551
1065,0.8709677419354839,0.4430446194225722,0.0057578
1066,0.8709677419354839,0.44251968503937006,0.0057646
1067,0.8709677419354839,0.441994750656168,0.0057668
1068,0.8709677419354839,0.4414698162729659,0.0057672
1069,0.8709677419354839,0.4409448818897638,0.0057795
1070,0.8709677419354839,0.44041994750656166,0.0057821
1071,0.8709677419354839,0.4398950131233596,0.0057955
1072,0.8709677419354839,0.4393700787401575,0.0057997
1073,0.8709677419354839,0.4388451443569554,0.0058006
1074,0.8709677419354839,0.43832020997375326,0.0058024
1075,0.8709677419354839,0.4377952755905512,0.0058031
1076,0.8709677419354839,0.4372703412073491,0.0058166
1077,0.8709677419354839,0.436745406824147,0.005826
1078,0.8709677419354839,0.43622047244094486,0.0058271
1079,0.8709677419354839,0.4356955380577428,0.0058338
1080,0.8709677419354839,0.4351706036745407,0.005839
1081,0.8709677419354839,0.4346456692913386,0.0058411
1082,0.8709677419354839,0.43412073490813646,0.0058439
1083,0.8709677419354839,0.4335958005249344,0.0058486
1084,0.8709677419354839,0.4330708661417323,0.005889
1085,0.8709677419354839,0.4325459317585302,0.0059075
1086,0.8709677419354839,0.43202099737532806,0.0059105
1087,0.8709677419354839,0.431496062992126,0.0059124
1088,0.8709677419354839,0.4309711286089239,0.0059159
1089,0.8709677419354839,0.4304461942257218,0.0059251
1090,0.8709677419354839,0.42992125984251967,0.0059427
1091,0.8709677419354839,0.4293963254593176,0.0059445
1092,0.8709677419354839,0.4288713910761155,0.0059713
1093,0.8709677419354839,0.4283464566929134,0.0059747
1094,0.8709677419354839,0.42782152230971127,0.0059832
1095,0.8709677419354839,0.4272965879265092,0.0059841
1096,0.8709677419354839,0.4267716535433071,0.0059888
1097,0.8709677419354839,0.426246719160105,0.0059944
1098,0.8709677419354839,0.42572178477690287,0.0059988
1099,0.8709677419354839,0.4251968503937008,0.0060049
1100,0.8709677419354839,0.4246719160104987,0.0060055
1101,0.8709677419354839,0.4241469816272966,0.0060224
1102,0.8709677419354839,0.42362204724409447,0.006025
1103,0.8709677419354839,0.4230971128608924,0.0060319
1104,0.8709677419354839,0.4225721784776903,0.0060368
1105,0.8709677419354839,0.4220472440944882,0.00604
1106,0.8709677419354839,0.42152230971128607,0.0060444
1107,0.8709677419354839,0.420997375328084,0.0060492
1108,0.8709677419354839,0.4204724409448819,0.006052
1109,0.8709677419354839,0.4199475065616798,0.0060612
1110,0.8709677419354839,0.41942257217847767,0.0060637
1111,0.8709677419354839,0.4188976377952756,0.0060703
1112,0.8709677419354839,0.4183727034120735,0.0060868
1113,0.8709677419354839,0.4178477690288714,0.0060891
1114,0.8709677419354839,0.41732283464566927,0.0061101
1115,0.8709677419354839,0.4167979002624672,0.0061161
1116,0.8709677419354839,0.4162729658792651,0.0061183
1117,0.8709677419354839,0.415748031496063,0.0061231
1118,0.8709677419354839,0.4152230971128609,0.0061242
1119,0.8709677419354839,0.4146981627296588,0.0061288
1120,0.8709677419354839,0.4141732283464567,0.0061571
1121,0.8709677419354839,0.4136482939632546,0.0061679
1122,0.8387096774193549,0.4136482939632546,0.0061683
1123,0.8387096774193549,0.4131233595800525,0.0061714
1124,0.8387096774193549,0.4125984251968504,0.0061854
1125,0.8387096774193549,0.4120734908136483,0.006191
1126,0.8387096774193549,0.4115485564304462,0.0061939
1127,0.8387096774193549,0.4110236220472441,0.0062102
1128,0.8387096774193549,0.410498687664042,0.006213
1129,0.8387096774193549,0.4099737532808399,0.0062183
1130,0.8387096774193549,0.4094488188976378,0.0062269
1131,0.8387096774193549,0.4089238845144357,0.0062394
1132,0.8387096774193549,0.4083989501312336,0.0062398
1133,0.8387096774193549,0.4078740157480315,0.0062411
1134,0.8387096774193549,0.4073490813648294,0.006243
1135,0.8387096774193549,0.4068241469816273,0.0062738
1136,0.8387096774193549,0.4062992125984252,0.0063048
1137,0.8387096774193549,0.4057742782152231,0.0063182
1138,0.8387096774193549,0.405249343832021,0.0063305
1139,0.8387096774193549,0.4047244094488189,0.0063349
1140,0.8387096774193549,0.4041994750656168,0.0063392
1141,0.8387096774193549,0.4036745406824147,0.0063559
1142,0.8387096774193549,0.4031496062992126,0.0063686
1143,0.8387096774193549,0.4026246719160105,0.0063965
1144,0.8387096774193549,0.4020997375328084,0.0063966
1145,0.8387096774193549,0.4015748031496063,0.0064014
1146,0.8387096774193549,0.4010498687664042,0.0064027
1147,0.8387096774193549,0.4005249343832021,0.0064209
1148,0.8387096774193549,0.4,0.0064216
1149,0.8387096774193549,0.3994750656167979,0.00643
1150,0.8387096774193549,0.3989501312335958,0.0064468
1151,0.8387096774193549,0.3984251968503937,0.0064475
1152,0.8387096774193549,0.3979002624671916,0.0064493
1153,0.8387096774193549,0.3973753280839895,0.0064503
1154,0.8387096774193549,0.3968503937007874,0.0064538
1155,0.8387096774193549,0.3963254593175853,0.0064542
1156,0.8387096774193549,0.3958005249343832,0.0064574
1157,0.8387096774193549,0.3952755905511811,0.0064661
1158,0.8387096774193549,0.394750656167979,0.0064869
1159,0.8387096774193549,0.3942257217847769,0.0064909
1160,0.8387096774193549,0.3937007874015748,0.0064933
1161,0.8387096774193549,0.3931758530183727,0.0065029
1162,0.8387096774193549,0.3926509186351706,0.0065101
1163,0.8387096774193549,0.3921259842519685,0.0065127
1164,0.8387096774193549,0.3916010498687664,0.0065189
1165,0.8387096774193549,0.3910761154855643,0.0065236
1166,0.8387096774193549,0.3905511811023622,0.0065433
1167,0.8387096774193549,0.3900262467191601,0.006563
1168,0.8387096774193549,0.389501312335958,0.0066125
1169,0.8387096774193549,0.3889763779527559,0.0066206
1170,0.8387096774193549,0.3884514435695538,0.0066376
1171,0.8387096774193549,0.3879265091863517,0.0066424
1172,0.8387096774193549,0.38740157480314963,0.0066642
1173,0.8387096774193549,0.3868766404199475,0.0066689
1174,0.8387096774193549,0.3863517060367454,0.0066706
1175,0.8387096774193549,0.3858267716535433,0.0066886
1176,0.8387096774193549,0.38530183727034123,0.0066945
1177,0.8387096774193549,0.3847769028871391,0.006698
1178,0.8387096774193549,0.384251968503937,0.0067013
1179,0.8387096774193549,0.3837270341207349,0.0067104
1180,0.8387096774193549,0.38320209973753283,0.0067262
1181,0.8387096774193549,0.3826771653543307,0.0067339
1182,0.8387096774193549,0.3821522309711286,0.006734
1183,0.8387096774193549,0.3816272965879265,0.0067383
1184,0.8387096774193549,0.38110236220472443,0.0067444
1185,0.8387096774193549,0.3805774278215223,0.0067799
1186,0.8387096774193549,0.3800524934383202,0.0067898
1187,0.8387096774193549,0.3795275590551181,0.0067918
1188,0.8387096774193549,0.37900262467191603,0.006792
1189,0.8387096774193549,0.3784776902887139,0.0067931
1190,0.8387096774193549,0.3779527559055118,0.0068267
1191,0.8387096774193549,0.3774278215223097,0.0068337
1192,0.8387096774193549,0.37690288713910763,0.0068354
1193,0.8387096774193549,0.3763779527559055,0.0068363
1194,0.8387096774193549,0.3758530183727034,0.006846
1195,0.8387096774193549,0.3758530183727034,0.006846
1196,0.8387096774193549,0.37480314960629924,0.0068557
1197,0.8387096774193549,0.3742782152230971,0.006861
1198,0.8387096774193549,0.373753280839895,0.0068632
1199,0.8387096774193549,0.3732283464566929,0.0068703
1200,0.8387096774193549,0.37270341207349084,0.00689
1201,0.8387096774193549,0.3721784776902887,0.0068975
1202,0.8387096774193549,0.3716535433070866,0.0069219
1203,0.8387096774193549,0.3711286089238845,0.0069239
1204,0.8387096774193549,0.37060367454068244,0.0069269
1205,0.8387096774193549,0.3700787401574803,0.0069301
1206,0.8387096774193549,0.3695538057742782,0.0069557
1207,0.8387096774193549,0.3690288713910761,0.0069634
1208,0.8387096774193549,0.36850393700787404,0.006971
1209,0.8387096774193549,0.3679790026246719,0.0069737
1210,0.8387096774193549,0.3674540682414698,0.0069968
1211,0.8387096774193549,0.3669291338582677,0.0069971
1212,0.8387096774193549,0.36640419947506564,0.0070144
1213,0.8387096774193549,0.3658792650918635,0.0070421
1214,0.8387096774193549,0.3653543307086614,0.0070436
1215,0.8387096774193549,0.3648293963254593,0.0070494
1216,0.8387096774193549,0.36430446194225724,0.0070552
1217,0.8387096774193549,0.3637795275590551,0.0070769
1218,0.8387096774193549,0.363254593175853,0.007107
1219,0.8387096774193549,0.3627296587926509,0.0071292
1220,0.8387096774193549,0.36220472440944884,0.0071342
1221,0.8387096774193549,0.36167979002624673,0.007135
1222,0.8387096774193549,0.3611548556430446,0.0071553
1223,0.8387096774193549,0.3606299212598425,0.0071712
1224,0.8387096774193549,0.36010498687664044,0.0071752
1225,0.8387096774193549,0.35958005249343833,0.0071759
1226,0.8387096774193549,0.3590551181102362,0.0071828
1227,0.8387096774193549,0.3585301837270341,0.0071925
1228,0.8387096774193549,0.35800524934383204,0.0072155
1229,0.8387096774193549,0.35748031496062993,0.0072344
1230,0.8387096774193549,0.3569553805774278,0.0072514
1231,0.8387096774193549,0.3564304461942257,0.0072696
1232,0.8387096774193549,0.35590551181102364,0.0072718
1233,0.8387096774193549,0.35538057742782153,0.0072722
1234,0.8387096774193549,0.3548556430446194,0.0072842
1235,0.8387096774193549,0.3543307086614173,0.0072881
1236,0.8387096774193549,0.35380577427821525,0.0072891
1237,0.8387096774193549,0.35328083989501313,0.0072977
1238,0.8387096774193549,0.352755905511811,0.0073039
1239,0.8387096774193549,0.3522309711286089,0.0073221
1240,0.8387096774193549,0.35170603674540685,0.0073471
1241,0.8387096774193549,0.35118110236220473,0.0073521
1242,0.8387096774193549,0.3506561679790026,0.0073581
1243,0.8387096774193549,0.3501312335958005,0.0073596
1244,0.8387096774193549,0.34960629921259845,0.007365
1245,0.8387096774193549,0.34908136482939633,0.0073735
1246,0.8387096774193549,0.3485564304461942,0.007393
1247,0.8387096774193549,0.3480314960629921,0.0073965
1248,0.8387096774193549,0.34750656167979005,0.007409
1249,0.8387096774193549,0.34698162729658794,0.0074171
1250,0.8387096774193549,0.3464566929133858,0.0074268
1251,0.8387096774193549,0.3459317585301837,0.0074529
1252,0.8387096774193549,0.34540682414698165,0.0074556
1253,0.8387096774193549,0.34488188976377954,0.0074593
1254,0.8387096774193549,0.3443569553805774,0.0074705
1255,0.8387096774193549,0.3438320209973753,0.0074759
1256,0.8387096774193549,0.34330708661417325,0.0074774
1257,0.8387096774193549,0.34278215223097114,0.0074788
1258,0.8387096774193549,0.342257217847769,0.0074816
1259,0.8387096774193549,0.3417322834645669,0.0074937
1260,0.8387096774193549,0.34120734908136485,0.007502
1261,0.8387096774193549,0.34068241469816274,0.0075186
1262,0.8387096774193549,0.3401574803149606,0.0075239
1263,0.8387096774193549,0.3396325459317585,0.0075317
1264,0.8387096774193549,0.33910761154855645,0.0075411
1265,0.8387096774193549,0.33858267716535434,0.00755
1266,0.8387096774193549,0.3380577427821522,0.0075648
1267,0.8387096774193549,0.3375328083989501,0.0075723
1268,0.8387096774193549,0.33700787401574805,0.0075775
1269,0.8387096774193549,0.33648293963254594,0.0075782
1270,0.8387096774193549,0.3359580052493438,0.0075811
1271,0.8387096774193549,0.3354330708661417,0.0075894
1272,0.8387096774193549,0.33490813648293966,0.0076085
1273,0.8387096774193549,0.33438320209973754,0.00762
1274,0.8387096774193549,0.33385826771653543,0.0076216
1275,0.8387096774193549,0.3333333333333333,0.0076261
1276,0.8387096774193549,0.33280839895013126,0.0076401
1277,0.8387096774193549,0.33228346456692914,0.0076489
1278,0.8387096774193549,0.33175853018372703,0.0076529
1279,0.8387096774193549,0.3312335958005249,0.0076645
1280,0.8387096774193549,0.33070866141732286,0.0076649
1281,0.8387096774193549,0.33018372703412074,0.0076672
1282,0.8387096774193549,0.32965879265091863,0.007674
1283,0.8387096774193549,0.3291338582677165,0.0076855
1284,0.8387096774193549,0.32860892388451446,0.0076931
1285,0.8387096774193549,0.32808398950131235,0.0076958
1286,0.8387096774193549,0.32755905511811023,0.0077002
1287,0.8387096774193549,0.3270341207349081,0.0077048
1288,0.8387096774193549,0.32650918635170606,0.0077127
1289,0.8064516129032258,0.32650918635170606,0.0077219
1290,0.7741935483870968,0.32650918635170606,0.0077585
1291,0.7741935483870968,0.32598425196850395,0.0077757
1292,0.7741935483870968,0.32545931758530183,0.0077777
1293,0.7741935483870968,0.32545931758530183,0.0077777
1294,0.7741935483870968,0.32440944881889766,0.007787
1295,0.7741935483870968,0.32388451443569555,0.0078166
1296,0.7741935483870968,0.32335958005249343,0.0078347
1297,0.7741935483870968,0.3228346456692913,0.0078382
1298,0.7741935483870968,0.32230971128608926,0.0078482
1299,0.7741935483870968,0.32178477690288715,0.0078537
1300,0.7741935483870968,0.32125984251968503,0.0078543
1301,0.7741935483870968,0.3207349081364829,0.0078648
1302,0.7741935483870968,0.32020997375328086,0.0078679
1303,0.7741935483870968,0.31968503937007875,0.0078772
1304,0.7741935483870968,0.31916010498687664,0.0078892
1305,0.7741935483870968,0.3186351706036745,0.0079143
1306,0.7741935483870968,0.31811023622047246,0.0079378
1307,0.7741935483870968,0.31758530183727035,0.0079383
1308,0.7741935483870968,0.31706036745406824,0.0079415
1309,0.7741935483870968,0.3165354330708661,0.0079427
1310,0.7741935483870968,0.31601049868766407,0.0079491
1311,0.7741935483870968,0.31548556430446195,0.0079623
1312,0.7741935483870968,0.31496062992125984,0.0079667
1313,0.7741935483870968,0.3144356955380577,0.007967
1314,0.7741935483870968,0.31391076115485567,0.0079757
1315,0.7741935483870968,0.31338582677165355,0.0079842
1316,0.7741935483870968,0.31286089238845144,0.0079849
1317,0.7741935483870968,0.3123359580052493,0.0079942
1318,0.7741935483870968,0.31181102362204727,0.0079988
1319,0.7741935483870968,0.31128608923884515,0.0080114
1320,0.7741935483870968,0.31076115485564304,0.0080153
1321,0.7741935483870968,0.3102362204724409,0.0080157
1322,0.7741935483870968,0.30971128608923887,0.0080244
1323,0.7741935483870968,0.30918635170603675,0.008026
1324,0.7741935483870968,0.30866141732283464,0.0080385
1325,0.7741935483870968,0.30813648293963253,0.0080397
1326,0.7741935483870968,0.30761154855643047,0.0080449
1327,0.7741935483870968,0.30708661417322836,0.0080738
1328,0.7741935483870968,0.30656167979002624,0.0081034
1329,0.7741935483870968,0.30603674540682413,0.0081114
1330,0.7741935483870968,0.30551181102362207,0.0081238
1331,0.7741935483870968,0.30498687664041996,0.0081618
1332,0.7741935483870968,0.30446194225721784,0.0081698
1333,0.7741935483870968,0.30393700787401573,0.0081789
1334,0.7741935483870968,0.30341207349081367,0.0081825
1335,0.7741935483870968,0.30288713910761156,0.0081974
1336,0.7741935483870968,0.30236220472440944,0.0082018
1337,0.7741935483870968,0.30183727034120733,0.0082041
1338,0.7741935483870968,0.3013123359580053,0.0082246
1339,0.7741935483870968,0.30078740157480316,0.0082368
1340,0.7741935483870968,0.30026246719160105,0.0082402
1341,0.7741935483870968,0.29973753280839893,0.0082507
1342,0.7741935483870968,0.2992125984251969,0.0082518
1343,0.7741935483870968,0.29868766404199476,0.0082524
